SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018
040,08,000,00000,00000,00000,0,A,Colorado,Colorado,5029196,5029316,5048281,5121771,5193721,5270482,5351218,5452107,5540921,5615902,5695564
162,08,000,00760,00000,00000,0,A,Aguilar town,Colorado,538,538,534,517,513,485,469,468,470,476,484
162,08,000,00925,00000,00000,0,A,Akron town,Colorado,1702,1702,1705,1685,1664,1677,1671,1688,1704,1734,1723
162,08,000,01090,00000,00000,0,A,Alamosa city,Colorado,8780,8855,9314,9425,9434,9511,9562,9682,9769,9881,9997
162,08,000,01530,00000,00000,0,A,Alma town,Colorado,270,274,275,272,272,275,279,284,294,304,312
162,08,000,02355,00000,00000,0,A,Antonito town,Colorado,781,781,786,784,778,770,771,752,748,753,753
162,08,000,03235,00000,00000,0,A,Arriba town,Colorado,193,193,193,192,191,192,195,197,200,200,202
162,08,000,03455,00000,00000,0,A,Arvada city,Colorado,106433,106722,106882,108036,110192,111846,113679,115409,117726,118998,120492
162,08,000,03620,00000,00000,0,A,Aspen city,Colorado,6658,6646,6648,6638,6680,6742,6871,7178,7405,7366,7365
162,08,000,03950,00000,00000,0,A,Ault town,Colorado,1519,1532,1538,1554,1574,1597,1628,1654,1718,1786,1843
162,08,000,04000,00000,00000,0,A,Aurora city,Colorado,325078,324675,326073,332627,339080,345276,352391,359679,362941,367255,374114
162,08,000,04110,00000,00000,0,A,Avon town,Colorado,6447,6391,6374,6366,6405,6449,6497,6535,6589,6569,6482
162,08,000,04935,00000,00000,0,A,Basalt town,Colorado,3857,3851,3845,3836,3856,3880,3902,3900,3933,4179,4166
162,08,000,05265,00000,00000,0,A,Bayfield town,Colorado,2333,2324,2346,2377,2426,2477,2515,2554,2608,2679,2705
162,08,000,06090,00000,00000,0,A,Bennett town,Colorado,2308,2302,2310,2345,2380,2413,2440,2475,2489,2479,2512
162,08,000,06255,00000,00000,0,A,Berthoud town,Colorado,5105,5183,5200,5264,5351,5465,5865,6061,6335,6907,7946
162,08,000,06530,00000,00000,0,A,Bethune town,Colorado,237,237,237,240,239,236,237,238,236,234,237
162,08,000,07025,00000,00000,0,A,Black Hawk city,Colorado,118,118,118,117,117,119,123,124,126,127,127
162,08,000,07190,00000,00000,0,A,Blanca town,Colorado,385,385,384,393,390,383,382,379,387,392,397
162,08,000,07410,00000,00000,0,A,Blue River town,Colorado,849,849,851,851,862,871,883,903,921,930,927
162,08,000,07571,00000,00000,0,A,Bonanza town,Colorado,16,16,16,16,17,17,17,17,17,18,19
162,08,000,07795,00000,00000,0,A,Boone town,Colorado,339,339,339,342,343,343,344,349,353,357,362
162,08,000,07850,00000,00000,0,A,Boulder city,Colorado,97385,97640,98512,101115,102169,103640,105482,107793,108288,107895,107353
162,08,000,08070,00000,00000,0,A,Bow Mar town,Colorado,866,844,846,857,872,888,902,923,949,943,946
162,08,000,08345,00000,00000,0,A,Branson town,Colorado,74,74,74,71,72,68,66,66,67,68,69
162,08,000,08400,00000,00000,0,A,Breckenridge town,Colorado,4540,4560,4572,4569,4623,4697,4773,4912,4983,4992,5020
162,08,000,08675,00000,00000,0,A,Brighton city,Colorado,33352,33845,33993,34629,35258,36869,37529,38568,39370,40742,41254
162,08,000,09115,00000,00000,0,A,Brookside town,Colorado,233,233,235,235,242,241,242,244,249,256,260
162,08,000,09280,00000,00000,0,A,Broomfield city,Colorado,55889,55856,56221,57482,58963,60149,61769,64856,66474,68232,69267
162,08,000,09555,00000,00000,0,A,Brush city,Colorado,5463,5471,5485,5516,5470,5451,5414,5420,5365,5365,5384
162,08,000,10105,00000,00000,0,A,Buena Vista town,Colorado,2617,2566,2566,2588,2605,2667,2675,2695,2741,2797,2823
162,08,000,10600,00000,00000,0,A,Burlington city,Colorado,4254,4254,4251,4107,4028,4243,3973,4185,3620,3175,3178
162,08,000,11260,00000,00000,0,A,Calhan town,Colorado,780,780,785,797,805,808,807,811,823,829,834
162,08,000,11645,00000,00000,0,A,Campo town,Colorado,109,109,110,109,107,105,103,102,101,102,103
162,08,000,11810,00000,00000,0,A,Cañon City city,Colorado,16400,16421,16415,16448,16441,16226,16176,16235,16410,16568,16750
162,08,000,12045,00000,00000,0,A,Carbondale town,Colorado,6427,6443,6404,6395,6468,6486,6524,6615,6761,6820,6879
162,08,000,12387,00000,00000,0,A,Castle Pines city,Colorado,A,10333,10369,10450,10582,10638,10687,10630,10551,10478,10507
162,08,000,12415,00000,00000,0,A,Castle Rock town,Colorado,48231,48254,48590,49689,51017,52658,55163,57093,59195,62125,64827
162,08,000,12635,00000,00000,0,A,Cedaredge town,Colorado,2253,2253,2246,2213,2210,2216,2179,2175,2210,2225,2266
162,08,000,12815,00000,00000,0,A,Centennial city,Colorado,100377,100635,100990,102510,104266,106667,107478,109170,109793,110453,110831
162,08,000,12855,00000,00000,0,A,Center town,Colorado,2230,2240,2246,2244,2278,2231,2198,2197,2233,2281,2304
162,08,000,12910,00000,00000,0,A,Central City city,Colorado,663,660,665,658,660,671,706,716,725,733,765
162,08,000,13460,00000,00000,0,A,Cheraw town,Colorado,252,254,254,254,251,251,249,247,247,250,250
162,08,000,13845,00000,00000,0,A,Cherry Hills Village city,Colorado,5987,5987,6014,6124,6248,6381,6472,6591,6672,6654,6650
162,08,000,14175,00000,00000,0,A,Cheyenne Wells town,Colorado,846,846,846,860,866,868,852,839,842,847,853
162,08,000,14765,00000,00000,0,A,City of Creede town,Colorado,290,290,286,288,290,298,285,304,310,310,317
162,08,000,15330,00000,00000,0,A,Coal Creek town,Colorado,343,343,343,343,342,337,336,336,342,345,348
162,08,000,15550,00000,00000,0,A,Cokedale town,Colorado,129,129,128,126,125,119,116,116,116,117,121
162,08,000,15605,00000,00000,0,A,Collbran town,Colorado,708,696,694,697,696,691,688,685,691,696,698
162,08,000,16000,00000,00000,0,A,Colorado Springs city,Colorado,416427,417433,420544,427248,432611,437981,441960,449189,458531,465160,472688
162,08,000,16385,00000,00000,0,A,Columbine Valley town,Colorado,1256,1256,1260,1281,1305,1324,1334,1362,1413,1444,1488
162,08,000,16495,00000,00000,0,A,Commerce City city,Colorado,45913,45905,46172,47557,48582,49797,51551,53245,54631,56063,58449
162,08,000,17375,00000,00000,0,A,Cortez city,Colorado,8482,8492,8507,8489,8490,8521,8510,8554,8654,8712,8721
162,08,000,17760,00000,00000,0,A,Craig city,Colorado,9464,9461,9458,9197,9014,8972,8828,8817,8944,8897,8947
162,08,000,17925,00000,00000,0,A,Crawford town,Colorado,431,428,427,420,419,419,413,410,418,420,424
162,08,000,18310,00000,00000,0,A,Crested Butte town,Colorado,1487,1486,1479,1488,1496,1510,1535,1570,1603,1648,1681
162,08,000,18420,00000,00000,0,A,Crestone town,Colorado,127,127,129,130,132,130,135,136,140,144,146
162,08,000,18530,00000,00000,0,A,Cripple Creek city,Colorado,1189,1234,1239,1232,1234,1223,1222,1206,1235,1254,1267
162,08,000,18640,00000,00000,0,A,Crook town,Colorado,110,110,110,109,109,108,108,108,107,107,108
162,08,000,18750,00000,00000,0,A,Crowley town,Colorado,176,176,178,180,176,172,171,167,167,164,167
162,08,000,19080,00000,00000,0,A,Dacono city,Colorado,4152,4151,4180,4283,4366,4440,4606,4884,5290,5595,5826
162,08,000,19355,00000,00000,0,A,De Beque town,Colorado,504,497,495,498,497,491,490,488,491,497,503
162,08,000,19630,00000,00000,0,A,Deer Trail town,Colorado,546,547,549,557,566,575,585,621,695,702,736
162,08,000,19795,00000,00000,0,A,Del Norte town,Colorado,1686,1686,1691,1671,1659,1629,1602,1579,1577,1572,1563
162,08,000,19850,00000,00000,0,A,Delta city,Colorado,8915,8878,8851,8727,8792,8796,8641,8670,8767,8814,8920
162,08,000,20000,00000,00000,0,A,Denver city,Colorado,600158,599815,603354,620513,635277,649513,664870,683665,696618,705439,716492
162,08,000,20440,00000,00000,0,A,Dillon town,Colorado,904,908,910,908,914,926,937,959,974,979,973
162,08,000,20495,00000,00000,0,A,Dinosaur town,Colorado,339,339,339,329,322,320,317,316,323,324,329
162,08,000,20770,00000,00000,0,A,Dolores town,Colorado,936,939,940,935,933,936,935,941,952,959,958
162,08,000,21265,00000,00000,0,A,Dove Creek town,Colorado,735,718,720,696,663,660,633,624,640,632,630
162,08,000,22035,00000,00000,0,A,Durango city,Colorado,16887,16917,16851,16961,17207,17623,17713,18062,18400,18456,18985
162,08,000,22145,00000,00000,0,A,Eads town,Colorado,609,609,611,617,608,599,591,593,576,586,592
162,08,000,22200,00000,00000,0,A,Eagle town,Colorado,6508,6508,6501,6508,6545,6584,6650,6738,6833,6895,6961
162,08,000,22860,00000,00000,0,A,Eaton town,Colorado,4365,4377,4396,4460,4538,4643,4817,4950,5109,5282,5529
162,08,000,23025,00000,00000,0,A,Eckley town,Colorado,257,257,257,259,257,260,260,256,256,256,258
162,08,000,23135,00000,00000,0,A,Edgewater city,Colorado,5170,5172,5177,5210,5247,5276,5313,5318,5347,5323,5342
162,08,000,23740,00000,00000,0,A,Elizabeth town,Colorado,1358,1349,1351,1348,1348,1360,1377,1393,1386,1404,1416
162,08,000,24620,00000,00000,0,A,Empire town,Colorado,282,282,282,281,281,282,284,289,294,302,303
162,08,000,24785,00000,00000,0,A,Englewood city,Colorado,30255,30259,30367,30801,31322,31771,32618,33096,34228,34467,34690
162,08,000,24950,00000,00000,0,A,Erie town,Colorado,18135,18166,18281,18936,19534,20026,20718,21595,22881,24159,25447
162,08,000,25115,00000,00000,0,A,Estes Park town,Colorado,5858,5921,5940,5994,6073,6130,6186,6264,6354,6333,6352
162,08,000,25280,00000,00000,0,A,Evans city,Colorado,18537,18537,18646,18959,19432,19698,19649,20081,20359,20697,21236
162,08,000,25610,00000,00000,0,A,Fairplay town,Colorado,679,679,683,672,672,681,687,698,718,734,762
162,08,000,26270,00000,00000,0,A,Federal Heights city,Colorado,11467,11472,11520,11717,11914,12144,12316,12527,12701,12802,12845
162,08,000,26600,00000,00000,0,A,Firestone town,Colorado,10147,10209,10309,10668,10958,11244,11606,12092,13030,13974,14860
162,08,000,26765,00000,00000,0,A,Flagler town,Colorado,561,561,560,568,565,559,560,556,553,549,551
162,08,000,26875,00000,00000,0,A,Fleming town,Colorado,408,408,409,405,403,402,403,408,406,406,404
162,08,000,27040,00000,00000,0,A,Florence city,Colorado,3881,3886,3882,3889,3886,3831,3817,3832,3882,3922,3956
162,08,000,27425,00000,00000,0,A,Fort Collins city,Colorado,143986,144855,145267,146602,149390,152462,156458,160605,162583,165099,167830
162,08,000,27700,00000,00000,0,A,Fort Lupton city,Colorado,7377,7400,7428,7505,7595,7669,7772,7845,7953,8249,8275
162,08,000,27810,00000,00000,0,A,Fort Morgan city,Colorado,11315,11362,11392,11483,11394,11363,11277,11296,11310,11318,11359
162,08,000,27865,00000,00000,0,A,Fountain city,Colorado,25846,25932,26140,26618,26994,27833,28274,28750,29331,29793,30454
162,08,000,27975,00000,00000,0,A,Fowler town,Colorado,1182,1182,1184,1182,1169,1156,1148,1138,1137,1142,1144
162,08,000,28105,00000,00000,0,A,Foxfield town,Colorado,685,714,719,732,744,766,775,791,795,789,792
162,08,000,28305,00000,00000,0,A,Fraser town,Colorado,1224,1224,1217,1195,1160,1167,1192,1212,1256,1279,1302
162,08,000,28360,00000,00000,0,A,Frederick town,Colorado,8679,8659,8709,8951,9375,10139,10875,11391,12164,12827,13480
162,08,000,28690,00000,00000,0,A,Frisco town,Colorado,2683,2685,2697,2714,2756,2825,2902,3016,3109,3171,3157
162,08,000,28745,00000,00000,0,A,Fruita city,Colorado,12646,12687,12645,12787,12829,12847,12939,12984,13119,13287,13406
162,08,000,29185,00000,00000,0,A,Garden City town,Colorado,234,250,251,254,256,259,262,264,266,268,265
162,08,000,29680,00000,00000,0,A,Genoa town,Colorado,139,139,139,138,138,138,140,141,144,145,145
162,08,000,29735,00000,00000,0,A,Georgetown town,Colorado,1034,1034,1035,1026,1024,1025,1028,1039,1050,1074,1088
162,08,000,29955,00000,00000,0,A,Gilcrest town,Colorado,1034,1034,1038,1046,1061,1073,1085,1090,1098,1107,1108
162,08,000,30340,00000,00000,0,A,Glendale city,Colorado,4184,4318,4334,4395,4466,4530,5120,5189,5211,5168,5170
162,08,000,30780,00000,00000,0,A,Glenwood Springs city,Colorado,9614,9599,9543,9529,9631,9766,9764,9817,9950,9950,9972
162,08,000,30835,00000,00000,0,A,Golden city,Colorado,18867,18890,19232,19676,19722,19844,20290,20571,20668,21176,21254
162,08,000,31550,00000,00000,0,A,Granada town,Colorado,517,517,517,515,511,508,497,491,490,496,500
162,08,000,31605,00000,00000,0,A,Granby town,Colorado,1864,1845,1840,1820,1866,1902,1930,1972,2042,2077,2098
162,08,000,31660,00000,00000,0,A,Grand Junction city,Colorado,58566,59034,58967,59611,59803,59968,59856,60595,61354,62222,63374
162,08,000,31715,00000,00000,0,A,Grand Lake town,Colorado,471,471,469,463,452,460,475,481,494,500,504
162,08,000,32155,00000,00000,0,A,Greeley city,Colorado,92889,92945,93264,94393,95339,96594,98649,101607,104575,106639,107348
162,08,000,32650,00000,00000,0,A,Green Mountain Falls town,Colorado,640,640,645,655,662,667,669,673,687,691,706
162,08,000,33035,00000,00000,0,A,Greenwood Village city,Colorado,13925,13921,13978,14214,14469,14686,15385,15619,15778,15752,15801
162,08,000,33310,00000,00000,0,A,Grover town,Colorado,137,139,140,141,143,144,146,149,153,154,153
162,08,000,33640,00000,00000,0,A,Gunnison city,Colorado,5854,5822,5883,5788,5868,6048,6099,6202,6314,6474,6594
162,08,000,33695,00000,00000,0,A,Gypsum town,Colorado,6477,6498,6501,6518,6553,6717,6845,6962,7091,7149,7353
162,08,000,34520,00000,00000,0,A,Hartman town,Colorado,81,76,76,76,75,74,73,74,73,74,75
162,08,000,34740,00000,00000,0,A,Haswell town,Colorado,68,68,68,71,69,68,67,68,65,66,67
162,08,000,34960,00000,00000,0,A,Haxtun town,Colorado,946,946,951,939,944,933,936,923,914,916,907
162,08,000,35070,00000,00000,0,A,Hayden town,Colorado,1810,1806,1801,1786,1791,1820,1861,1881,1905,1944,1970
162,08,000,36610,00000,00000,0,A,Hillrose town,Colorado,264,252,253,254,252,253,251,252,251,251,254
162,08,000,37215,00000,00000,0,A,Holly town,Colorado,802,794,794,793,787,786,769,761,762,768,775
162,08,000,37270,00000,00000,0,A,Holyoke city,Colorado,2313,2313,2328,2287,2293,2279,2278,2239,2209,2218,2217
162,08,000,37380,00000,00000,0,A,Hooper town,Colorado,103,103,103,106,103,102,101,102,102,102,101
162,08,000,37545,00000,00000,0,A,Hotchkiss town,Colorado,944,942,939,924,924,924,907,903,915,923,933
162,08,000,37600,00000,00000,0,A,Hot Sulphur Springs town,Colorado,663,672,671,659,644,655,676,684,703,710,716
162,08,000,37820,00000,00000,0,A,Hudson town,Colorado,2356,2354,2360,2375,2531,2550,1567,1580,1588,1660,1838
162,08,000,37875,00000,00000,0,A,Hugo town,Colorado,730,730,730,726,724,722,730,737,741,742,748
162,08,000,38370,00000,00000,0,A,Idaho Springs city,Colorado,1717,1725,1726,1708,1705,1707,1716,1736,1757,1796,1794
162,08,000,38535,00000,00000,0,A,Ignacio town,Colorado,697,857,859,861,864,872,880,885,885,887,888
162,08,000,38590,00000,00000,0,A,Iliff town,Colorado,266,266,266,264,263,263,266,266,264,262,263
162,08,000,39195,00000,00000,0,A,Jamestown town,Colorado,274,274,274,277,282,283,262,267,273,270,268
162,08,000,39855,00000,00000,0,A,Johnstown town,Colorado,9887,9871,9972,10352,10890,11797,12894,13680,14150,14505,14795
162,08,000,39965,00000,00000,0,A,Julesburg town,Colorado,1225,1225,1219,1219,1223,1201,1198,1219,1234,1194,1180
162,08,000,40185,00000,00000,0,A,Keenesburg town,Colorado,1127,1124,1128,1142,1160,1179,1189,1199,1207,1224,1229
162,08,000,40515,00000,00000,0,A,Kersey town,Colorado,1454,1471,1477,1492,1518,1555,1578,1602,1619,1643,1655
162,08,000,40570,00000,00000,0,A,Kim town,Colorado,74,74,74,71,72,68,67,67,67,68,69
162,08,000,40790,00000,00000,0,A,Kiowa town,Colorado,723,719,720,720,721,725,736,745,744,752,757
162,08,000,41010,00000,00000,0,A,Kit Carson town,Colorado,233,233,233,236,237,237,233,229,235,236,238
162,08,000,41560,00000,00000,0,A,Kremmling town,Colorado,1444,1444,1440,1414,1384,1387,1417,1437,1478,1488,1503
162,08,000,41835,00000,00000,0,A,Lafayette city,Colorado,24453,24475,24563,24857,25799,26674,26931,27501,28132,28439,28924
162,08,000,42055,00000,00000,0,A,La Jara town,Colorado,818,823,828,823,815,808,811,791,789,797,803
162,08,000,42110,00000,00000,0,A,La Junta city,Colorado,7077,7081,7119,7110,7031,6960,6916,6859,6857,6990,6998
162,08,000,42330,00000,00000,0,A,Lake City town,Colorado,408,406,407,396,383,384,367,362,374,376,387
162,08,000,42495,00000,00000,0,A,Lakeside town,Colorado,8,8,8,8,8,8,8,8,8,8,8
162,08,000,43000,00000,00000,0,A,Lakewood city,Colorado,142980,142626,142786,144102,145418,146909,149481,152122,154117,155048,156798
162,08,000,43110,00000,00000,0,A,Lamar city,Colorado,7804,7933,7959,7929,7875,7803,7636,7558,7551,7602,7656
162,08,000,43550,00000,00000,0,A,Larkspur town,Colorado,183,183,184,187,191,191,192,195,198,201,205
162,08,000,43605,00000,00000,0,A,La Salle town,Colorado,1955,1957,1965,1985,2005,2031,2054,2067,2142,2351,2346
162,08,000,43660,00000,00000,0,A,Las Animas city,Colorado,2410,2410,2408,2360,2315,2251,2182,2211,2177,2179,2190
162,08,000,44100,00000,00000,0,A,La Veta town,Colorado,800,800,795,774,775,760,755,754,772,777,810
162,08,000,44320,00000,00000,0,A,Leadville city,Colorado,2602,2600,2584,2605,2570,2560,2582,2634,2679,2748,2762
162,08,000,44980,00000,00000,0,A,Limon town,Colorado,1880,1882,1883,1873,1868,1861,1888,1912,1936,1923,1924
162,08,000,45255,00000,00000,0,A,Littleton city,Colorado,41737,41633,41916,43087,43784,44417,44737,46308,46559,47809,48007
162,08,000,45530,00000,00000,0,A,Lochbuie town,Colorado,4726,4726,4811,5095,5234,5313,5421,5554,5880,6424,6938
162,08,000,45695,00000,00000,0,A,Log Lane Village town,Colorado,873,873,875,884,876,873,872,872,866,868,874
162,08,000,45955,00000,00000,0,A,Lone Tree city,Colorado,10218,11198,11390,11594,11934,13276,13520,14086,14161,14687,14653
162,08,000,45970,00000,00000,0,A,Longmont city,Colorado,86270,86310,86424,87668,88891,90217,90635,92317,93310,94712,96577
162,08,000,46355,00000,00000,0,A,Louisville city,Colorado,18376,18408,18433,18630,19048,19538,20046,20343,20803,21205,21163
162,08,000,46465,00000,00000,0,A,Loveland city,Colorado,66859,66890,67057,69182,70226,71135,72248,74608,76103,76581,77446
162,08,000,47070,00000,00000,0,A,Lyons town,Colorado,2033,2120,2124,2158,2183,2200,2103,2148,2159,2150,2155
162,08,000,48060,00000,00000,0,A,Manassa town,Colorado,991,991,999,995,991,987,991,976,974,987,993
162,08,000,48115,00000,00000,0,A,Mancos town,Colorado,1336,1338,1341,1334,1337,1342,1349,1360,1405,1415,1419
162,08,000,48445,00000,00000,0,A,Manitou Springs city,Colorado,4992,4983,5022,5114,5194,5219,5205,5231,5281,5315,5346
162,08,000,48500,00000,00000,0,A,Manzanola town,Colorado,434,432,432,432,427,423,420,416,416,418,419
162,08,000,48555,00000,00000,0,A,Marble town,Colorado,131,131,131,130,130,130,132,134,136,140,144
162,08,000,49600,00000,00000,0,A,Mead town,Colorado,3405,3453,3486,3567,3792,3989,4114,4498,4579,4643,4737
162,08,000,49875,00000,00000,0,A,Meeker town,Colorado,2475,2475,2452,2498,2469,2437,2394,2335,2316,2288,2261
162,08,000,50040,00000,00000,0,A,Merino town,Colorado,284,284,284,284,283,281,282,282,280,281,279
162,08,000,50480,00000,00000,0,A,Milliken town,Colorado,5610,5611,5635,5708,5783,5899,6070,6378,6662,7090,7674
162,08,000,50920,00000,00000,0,A,Minturn town,Colorado,1027,1086,1087,1083,1088,1096,1101,1108,1124,1128,1129
162,08,000,51250,00000,00000,0,A,Moffat town,Colorado,116,116,116,116,118,116,114,114,116,119,120
162,08,000,51635,00000,00000,0,A,Monte Vista city,Colorado,4444,4442,4457,4409,4387,4312,4245,4182,4169,4155,4124
162,08,000,51690,00000,00000,0,A,Montezuma town,Colorado,65,63,63,63,63,64,65,67,68,68,68
