SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018
157,08,073,44980,00000,00000,1,A,Limon town,Colorado,1880,1882,1883,1873,1868,1861,1888,1912,1936,1923,1924
157,08,073,99990,00000,00000,1,F,Balance of Lincoln County,Colorado,2525,2525,2526,2489,2520,2522,2551,2558,2528,2520,2591
050,08,075,00000,00000,00000,0,A,Logan County,Colorado,22709,22709,22033,21869,21661,21469,21748,21771,21733,21665,21528
157,08,075,18640,00000,00000,1,A,Crook town,Colorado,110,110,110,109,109,108,108,108,107,107,108
157,08,075,26875,00000,00000,1,A,Fleming town,Colorado,408,408,409,405,403,402,403,408,406,406,404
157,08,075,38590,00000,00000,1,A,Iliff town,Colorado,266,266,266,264,263,263,266,266,264,262,263
157,08,075,50040,00000,00000,1,A,Merino town,Colorado,284,284,284,284,283,281,282,282,280,281,279
157,08,075,58235,00000,00000,1,A,Peetz town,Colorado,238,238,238,236,235,233,236,236,237,236,234
157,08,075,73935,00000,00000,1,A,Sterling city,Colorado,14777,14786,14095,13968,13767,13622,13840,13824,13798,13746,13630
157,08,075,99990,00000,00000,1,F,Balance of Logan County,Colorado,6626,6617,6631,6603,6601,6560,6613,6647,6641,6627,6610
050,08,077,00000,00000,00000,0,A,Mesa County,Colorado,146723,146717,146361,147285,147437,147313,147312,148227,149838,151406,153207
157,08,077,15605,00000,00000,1,A,Collbran town,Colorado,708,696,694,697,696,691,688,685,691,696,698
157,08,077,19355,00000,00000,1,A,De Beque town,Colorado,504,497,495,498,497,491,490,488,491,497,503
157,08,077,28745,00000,00000,1,A,Fruita city,Colorado,12646,12687,12645,12787,12829,12847,12939,12984,13119,13287,13406
157,08,077,31660,00000,00000,1,A,Grand Junction city,Colorado,58566,59034,58967,59611,59803,59968,59856,60595,61354,62222,63374
157,08,077,56970,00000,00000,1,A,Palisade town,Colorado,2692,2651,2643,2648,2669,2663,2654,2665,2684,2691,2714
157,08,077,99990,00000,00000,1,F,Balance of Mesa County,Colorado,71607,71152,70917,71044,70943,70653,70685,70810,71499,72013,72512
050,08,079,00000,00000,00000,0,A,Mineral County,Colorado,712,712,704,711,719,732,703,744,757,759,776
157,08,079,14765,00000,00000,1,A,City of Creede town,Colorado,290,290,286,288,290,298,285,304,310,310,317
157,08,079,99990,00000,00000,1,F,Balance of Mineral County,Colorado,422,422,418,423,429,434,418,440,447,449,459
050,08,081,00000,00000,00000,0,A,Moffat County,Colorado,13795,13791,13794,13421,13169,13124,12934,12938,13143,13095,13188
157,08,081,17760,00000,00000,1,A,Craig city,Colorado,9464,9461,9458,9197,9014,8972,8828,8817,8944,8897,8947
157,08,081,20495,00000,00000,1,A,Dinosaur town,Colorado,339,339,339,329,322,320,317,316,323,324,329
157,08,081,99990,00000,00000,1,F,Balance of Moffat County,Colorado,3992,3991,3997,3895,3833,3832,3789,3805,3876,3874,3912
050,08,083,00000,00000,00000,0,A,Montezuma County,Colorado,25535,25541,25577,25474,25475,25544,25516,25722,25999,26148,26158
157,08,083,17375,00000,00000,1,A,Cortez city,Colorado,8482,8492,8507,8489,8490,8521,8510,8554,8654,8712,8721
157,08,083,20770,00000,00000,1,A,Dolores town,Colorado,936,939,940,935,933,936,935,941,952,959,958
157,08,083,48115,00000,00000,1,A,Mancos town,Colorado,1336,1338,1341,1334,1337,1342,1349,1360,1405,1415,1419
157,08,083,99990,00000,00000,1,F,Balance of Montezuma County,Colorado,14781,14772,14789,14716,14715,14745,14722,14867,14988,15062,15060
050,08,085,00000,00000,00000,0,A,Montrose County,Colorado,41276,41277,41186,40972,40654,40555,40596,40576,41168,41785,42214
157,08,085,51745,00000,00000,1,A,Montrose city,Colorado,19132,19140,19109,19027,18880,18822,18815,18789,19033,19315,19512
157,08,085,53120,00000,00000,1,A,Naturita town,Colorado,546,546,544,539,534,531,531,529,534,538,541
157,08,085,54935,00000,00000,1,A,Nucla town,Colorado,711,711,710,705,702,698,703,701,706,717,717
157,08,085,55540,00000,00000,1,A,Olathe town,Colorado,1849,1842,1835,1818,1799,1789,1784,1776,1791,1807,1825
157,08,085,99990,00000,00000,1,F,Balance of Montrose County,Colorado,19038,19038,18988,18883,18739,18715,18763,18781,19104,19408,19619
050,08,087,00000,00000,00000,0,A,Morgan County,Colorado,28159,28159,28243,28453,28257,28236,28120,28237,28143,28228,28558
157,08,087,09555,00000,00000,1,A,Brush city,Colorado,5463,5471,5485,5516,5470,5451,5414,5420,5365,5365,5384
157,08,087,27810,00000,00000,1,A,Fort Morgan city,Colorado,11315,11362,11392,11483,11394,11363,11277,11296,11310,11318,11359
157,08,087,36610,00000,00000,1,A,Hillrose town,Colorado,264,252,253,254,252,253,251,252,251,251,254
157,08,087,45695,00000,00000,1,A,Log Lane Village town,Colorado,873,873,875,884,876,873,872,872,866,868,874
157,08,087,84770,00000,00000,1,A,Wiggins town,Colorado,893,895,898,908,901,897,891,894,887,890,996
157,08,087,99990,00000,00000,1,F,Balance of Morgan County,Colorado,9351,9306,9340,9408,9364,9399,9415,9503,9464,9536,9691
050,08,089,00000,00000,00000,0,A,Otero County,Colorado,18831,18833,18888,18867,18660,18481,18367,18210,18212,18403,18432
157,08,089,13460,00000,00000,1,A,Cheraw town,Colorado,252,254,254,254,251,251,249,247,247,250,250
157,08,089,27975,00000,00000,1,A,Fowler town,Colorado,1182,1182,1184,1182,1169,1156,1148,1138,1137,1142,1144
157,08,089,42110,00000,00000,1,A,La Junta city,Colorado,7077,7081,7119,7110,7031,6960,6916,6859,6857,6990,6998
157,08,089,48500,00000,00000,1,A,Manzanola town,Colorado,434,432,432,432,427,423,420,416,416,418,419
157,08,089,65190,00000,00000,1,A,Rocky Ford city,Colorado,3957,3960,3966,3959,3912,3873,3845,3811,3807,3824,3828
157,08,089,75970,00000,00000,1,A,Swink town,Colorado,617,617,618,617,610,604,600,594,594,595,596
157,08,089,99990,00000,00000,1,F,Balance of Otero County,Colorado,5312,5307,5315,5313,5260,5214,5189,5145,5154,5184,5197
050,08,091,00000,00000,00000,0,A,Ouray County,Colorado,4436,4442,4456,4423,4506,4552,4574,4607,4788,4809,4833
157,08,091,56420,00000,00000,1,A,Ouray city,Colorado,1000,1002,1006,994,1008,1012,999,986,1017,1016,1010
157,08,091,64200,00000,00000,1,A,Ridgway town,Colorado,924,892,894,885,901,907,916,933,975,989,1016
157,08,091,99990,00000,00000,1,F,Balance of Ouray County,Colorado,2512,2548,2556,2544,2597,2633,2659,2688,2796,2804,2807
050,08,093,00000,00000,00000,0,A,Park County,Colorado,16206,16204,16280,16055,16048,16184,16384,16736,17362,17920,18556
157,08,093,01530,00000,00000,1,A,Alma town,Colorado,270,274,275,272,272,275,279,284,294,304,312
157,08,093,25610,00000,00000,1,A,Fairplay town,Colorado,679,679,683,672,672,681,687,698,718,734,762
157,08,093,99990,00000,00000,1,F,Balance of Park County,Colorado,15257,15251,15322,15111,15104,15228,15418,15754,16350,16882,17482
050,08,095,00000,00000,00000,0,A,Phillips County,Colorado,4442,4442,4470,4400,4416,4385,4395,4329,4283,4297,4286
157,08,095,34960,00000,00000,1,A,Haxtun town,Colorado,946,946,951,939,944,933,936,923,914,916,907
157,08,095,37270,00000,00000,1,A,Holyoke city,Colorado,2313,2313,2328,2287,2293,2279,2278,2239,2209,2218,2217
157,08,095,57245,00000,00000,1,A,Paoli town,Colorado,34,34,34,34,34,33,33,33,33,33,35
157,08,095,99990,00000,00000,1,F,Balance of Phillips County,Colorado,1149,1149,1157,1140,1145,1140,1148,1134,1127,1130,1127
050,08,097,00000,00000,00000,0,A,Pitkin County,Colorado,17148,17149,17160,17175,17299,17469,17726,17948,17967,17952,17950
157,08,097,03620,00000,00000,1,A,Aspen city,Colorado,6658,6646,6648,6638,6680,6742,6871,7178,7405,7366,7365
157,08,097,04935,00000,00000,1,A,Basalt town (pt.),Colorado,931,928,928,926,930,937,944,930,914,969,964
157,08,097,71755,00000,00000,1,A,Snowmass Village town,Colorado,2826,2822,2822,2822,2843,2869,2894,2862,2794,2778,2773
157,08,097,99990,00000,00000,1,F,Balance of Pitkin County,Colorado,6733,6753,6762,6789,6846,6921,7017,6978,6854,6839,6848
050,08,099,00000,00000,00000,0,A,Prowers County,Colorado,12551,12551,12575,12529,12450,12345,12089,11971,11967,12071,12164
157,08,099,31550,00000,00000,1,A,Granada town,Colorado,517,517,517,515,511,508,497,491,490,496,500
157,08,099,34520,00000,00000,1,A,Hartman town,Colorado,81,76,76,76,75,74,73,74,73,74,75
157,08,099,37215,00000,00000,1,A,Holly town,Colorado,802,794,794,793,787,786,769,761,762,768,775
157,08,099,43110,00000,00000,1,A,Lamar city,Colorado,7804,7933,7959,7929,7875,7803,7636,7558,7551,7602,7656
157,08,099,85045,00000,00000,1,A,Wiley town,Colorado,405,405,405,403,402,398,389,385,384,390,393
157,08,099,99990,00000,00000,1,F,Balance of Prowers County,Colorado,2942,2826,2824,2813,2800,2776,2725,2702,2707,2741,2765
050,08,101,00000,00000,00000,0,A,Pueblo County,Colorado,159063,159063,159466,160248,160810,161145,161480,163111,164877,166426,167529
157,08,101,07795,00000,00000,1,A,Boone town,Colorado,339,339,339,342,343,343,344,349,353,357,362
157,08,101,62000,00000,00000,1,A,Pueblo city,Colorado,106595,106544,106834,107211,107556,107760,107921,109031,110173,111129,111750
157,08,101,66895,00000,00000,1,A,Rye town,Colorado,153,153,153,155,155,155,156,157,158,161,162
157,08,101,99990,00000,00000,1,F,Balance of Pueblo County,Colorado,51976,52027,52140,52540,52756,52887,53059,53574,54193,54779,55255
050,08,103,00000,00000,00000,0,A,Rio Blanco County,Colorado,6666,6673,6675,6782,6808,6747,6625,6503,6469,6394,6336
157,08,103,49875,00000,00000,1,A,Meeker town,Colorado,2475,2475,2452,2498,2469,2437,2394,2335,2316,2288,2261
157,08,103,62880,00000,00000,1,A,Rangely town,Colorado,2365,2367,2403,2407,2466,2453,2396,2356,2350,2317,2291
157,08,103,99990,00000,00000,1,F,Balance of Rio Blanco County,Colorado,1826,1831,1820,1877,1873,1857,1835,1812,1803,1789,1784
050,08,105,00000,00000,00000,0,A,Rio Grande County,Colorado,11982,11982,12023,11914,11867,11679,11508,11356,11337,11306,11250
157,08,105,12855,00000,00000,1,A,Center town (pt.),Colorado,218,218,219,216,214,210,206,203,202,199,199
157,08,105,19795,00000,00000,1,A,Del Norte town,Colorado,1686,1686,1691,1671,1659,1629,1602,1579,1577,1572,1563
157,08,105,51635,00000,00000,1,A,Monte Vista city,Colorado,4444,4442,4457,4409,4387,4312,4245,4182,4169,4155,4124
157,08,105,72395,00000,00000,1,A,South Fork town,Colorado,386,378,379,375,373,367,361,357,355,354,351
157,08,105,99990,00000,00000,1,F,Balance of Rio Grande County,Colorado,5248,5258,5277,5243,5234,5161,5094,5035,5034,5026,5013
050,08,107,00000,00000,00000,0,A,Routt County,Colorado,23509,23506,23448,23264,23285,23612,24083,24422,24787,25346,25733
157,08,107,35070,00000,00000,1,A,Hayden town,Colorado,1810,1806,1801,1786,1791,1820,1861,1881,1905,1944,1970
157,08,107,55155,00000,00000,1,A,Oak Creek town,Colorado,884,899,895,890,891,899,913,922,927,948,966
157,08,107,73825,00000,00000,1,A,Steamboat Springs city,Colorado,12088,12078,12056,11962,11949,12119,12363,12538,12736,13012,13212
157,08,107,86475,00000,00000,1,A,Yampa town,Colorado,429,428,426,424,424,431,438,441,447,460,464
157,08,107,99990,00000,00000,1,F,Balance of Routt County,Colorado,8298,8295,8270,8202,8230,8343,8508,8640,8772,8982,9121
050,08,109,00000,00000,00000,0,A,Saguache County,Colorado,6108,6108,6136,6187,6331,6242,6198,6251,6406,6643,6843
157,08,109,07571,00000,00000,1,A,Bonanza town,Colorado,16,16,16,16,17,17,17,17,17,18,19
157,08,109,12855,00000,00000,1,A,Center town (pt.),Colorado,2012,2022,2027,2028,2064,2021,1992,1994,2031,2082,2105
157,08,109,18420,00000,00000,1,A,Crestone town,Colorado,127,127,129,130,132,130,135,136,140,144,146
157,08,109,51250,00000,00000,1,A,Moffat town,Colorado,116,116,116,116,118,116,114,114,116,119,120
157,08,109,67005,00000,00000,1,A,Saguache town,Colorado,485,485,486,487,494,484,478,479,487,499,504
157,08,109,99990,00000,00000,1,F,Balance of Saguache County,Colorado,3352,3342,3362,3410,3506,3474,3462,3511,3615,3781,3949
050,08,111,00000,00000,00000,0,A,San Juan County,Colorado,699,699,708,690,692,691,711,688,689,711,762
157,08,111,70580,00000,00000,1,A,Silverton town,Colorado,637,637,645,629,630,629,648,626,627,647,694
157,08,111,99990,00000,00000,1,F,Balance of San Juan County,Colorado,62,62,63,61,62,62,63,62,62,64,68
050,08,113,00000,00000,00000,0,A,San Miguel County,Colorado,7359,7359,7357,7486,7581,7622,7740,7840,8023,8047,8191
157,08,113,52550,00000,00000,1,A,Mountain Village town,Colorado,1320,1317,1314,1337,1355,1362,1392,1392,1420,1419,1434
157,08,113,54880,00000,00000,1,A,Norwood town,Colorado,518,526,527,535,541,543,556,562,574,579,591
157,08,113,55870,00000,00000,1,A,Ophir town,Colorado,159,161,161,163,165,166,168,168,170,173,179
157,08,113,68655,00000,00000,1,A,Sawpit town,Colorado,40,34,34,34,35,35,35,35,38,38,39
157,08,113,76795,00000,00000,1,A,Telluride town,Colorado,2325,2229,2230,2282,2312,2330,2363,2382,2441,2446,2484
157,08,113,99990,00000,00000,1,F,Balance of San Miguel County,Colorado,2997,3092,3091,3135,3173,3186,3226,3301,3380,3392,3464
050,08,115,00000,00000,00000,0,A,Sedgwick County,Colorado,2379,2382,2371,2371,2377,2339,2333,2375,2405,2334,2303
157,08,115,39965,00000,00000,1,A,Julesburg town,Colorado,1225,1225,1219,1219,1223,1201,1198,1219,1234,1194,1180
157,08,115,56475,00000,00000,1,A,Ovid town,Colorado,318,318,317,317,317,314,312,317,321,313,308
157,08,115,68930,00000,00000,1,A,Sedgwick town,Colorado,146,146,145,145,146,143,142,145,147,142,140
157,08,115,99990,00000,00000,1,F,Balance of Sedgwick County,Colorado,690,693,690,690,691,681,681,694,703,685,675
050,08,117,00000,00000,00000,0,A,Summit County,Colorado,27994,27994,28077,28046,28307,28738,29330,30126,30676,31004,31007
157,08,117,07410,00000,00000,1,A,Blue River town,Colorado,849,849,851,851,862,871,883,903,921,930,927
157,08,117,08400,00000,00000,1,A,Breckenridge town,Colorado,4540,4560,4572,4569,4623,4697,4773,4912,4983,4992,5020
157,08,117,20440,00000,00000,1,A,Dillon town,Colorado,904,908,910,908,914,926,937,959,974,979,973
157,08,117,28690,00000,00000,1,A,Frisco town,Colorado,2683,2685,2697,2714,2756,2825,2902,3016,3109,3171,3157
157,08,117,51690,00000,00000,1,A,Montezuma town,Colorado,65,63,63,63,63,64,65,67,68,68,68
157,08,117,70525,00000,00000,1,A,Silverthorne town,Colorado,3887,3901,3918,3924,3968,4050,4273,4410,4564,4718,4821
157,08,117,99990,00000,00000,1,F,Balance of Summit County,Colorado,15066,15028,15066,15017,15121,15305,15497,15859,16057,16146,16041
050,08,119,00000,00000,00000,0,A,Teller County,Colorado,23350,23359,23469,23366,23442,23354,23430,23377,24036,24638,25083
157,08,119,18530,00000,00000,1,A,Cripple Creek city,Colorado,1189,1234,1239,1232,1234,1223,1222,1206,1235,1254,1267
157,08,119,32650,00000,00000,1,A,Green Mountain Falls town (pt.),Colorado,28,30,30,30,31,30,30,30,31,32,32
157,08,119,80865,00000,00000,1,A,Victor city,Colorado,397,408,410,407,406,403,403,397,405,411,415
157,08,119,86090,00000,00000,1,A,Woodland Park city,Colorado,7200,7161,7195,7146,7151,7108,7105,7183,7370,7637,7785
157,08,119,99990,00000,00000,1,F,Balance of Teller County,Colorado,14536,14526,14595,14551,14620,14590,14670,14561,14995,15304,15584
050,08,121,00000,00000,00000,0,A,Washington County,Colorado,4814,4812,4821,4762,4700,4742,4732,4786,4836,4936,4909
157,08,121,00925,00000,00000,1,A,Akron town,Colorado,1702,1702,1705,1685,1664,1677,1671,1688,1704,1734,1723
157,08,121,56365,00000,00000,1,A,Otis town,Colorado,475,473,474,468,462,466,464,471,476,487,485
157,08,121,99990,00000,00000,1,F,Balance of Washington County,Colorado,2637,2637,2642,2609,2574,2599,2597,2627,2656,2715,2701
050,08,123,00000,00000,00000,0,A,Weld County,Colorado,252825,252847,254198,258783,264058,270126,276037,285033,294965,305274,314305
157,08,123,03950,00000,00000,1,A,Ault town,Colorado,1519,1532,1538,1554,1574,1597,1628,1654,1718,1786,1843
157,08,123,06255,00000,00000,1,A,Berthoud town (pt.),Colorado,63,64,64,65,66,66,125,129,172,176,208
157,08,123,08675,00000,00000,1,A,Brighton city (pt.),Colorado,343,769,772,787,796,809,818,835,880,904,906
157,08,123,19080,00000,00000,1,A,Dacono city,Colorado,4152,4151,4180,4283,4366,4440,4606,4884,5290,5595,5826
157,08,123,22860,00000,00000,1,A,Eaton town,Colorado,4365,4377,4396,4460,4538,4643,4817,4950,5109,5282,5529
157,08,123,24950,00000,00000,1,A,Erie town (pt.),Colorado,9787,9799,9874,10241,10622,11022,11449,11901,12664,13623,14256
157,08,123,25280,00000,00000,1,A,Evans city,Colorado,18537,18537,18646,18959,19432,19698,19649,20081,20359,20697,21236
157,08,123,26600,00000,00000,1,A,Firestone town,Colorado,10147,10209,10309,10668,10958,11244,11606,12092,13030,13974,14860
157,08,123,27700,00000,00000,1,A,Fort Lupton city,Colorado,7377,7400,7428,7505,7595,7669,7772,7845,7953,8249,8275
157,08,123,28360,00000,00000,1,A,Frederick town,Colorado,8679,8659,8709,8951,9375,10139,10875,11391,12164,12827,13480
157,08,123,29185,00000,00000,1,A,Garden City town,Colorado,234,250,251,254,256,259,262,264,266,268,265
157,08,123,29955,00000,00000,1,A,Gilcrest town,Colorado,1034,1034,1038,1046,1061,1073,1085,1090,1098,1107,1108
157,08,123,32155,00000,00000,1,A,Greeley city,Colorado,92889,92945,93264,94393,95339,96594,98649,101607,104575,106639,107348
157,08,123,33310,00000,00000,1,A,Grover town,Colorado,137,139,140,141,143,144,146,149,153,154,153
157,08,123,37820,00000,00000,1,A,Hudson town,Colorado,2356,2354,2360,2375,2531,2550,1567,1580,1588,1660,1838
157,08,123,39855,00000,00000,1,A,Johnstown town (pt.),Colorado,9350,9341,9437,9670,10069,10738,11545,12078,12369,12561,12665
157,08,123,40185,00000,00000,1,A,Keenesburg town,Colorado,1127,1124,1128,1142,1160,1179,1189,1199,1207,1224,1229
157,08,123,40515,00000,00000,1,A,Kersey town,Colorado,1454,1471,1477,1492,1518,1555,1578,1602,1619,1643,1655
157,08,123,43605,00000,00000,1,A,La Salle town,Colorado,1955,1957,1965,1985,2005,2031,2054,2067,2142,2351,2346
157,08,123,45530,00000,00000,1,A,Lochbuie town (pt.),Colorado,4724,4724,4809,5093,5232,5311,5419,5552,5878,6422,6936
157,08,123,45970,00000,00000,1,A,Longmont city (pt.),Colorado,30,43,43,201,203,205,207,209,209,210,589
157,08,123,49600,00000,00000,1,A,Mead town,Colorado,3405,3453,3486,3567,3792,3989,4114,4498,4579,4643,4737
157,08,123,50480,00000,00000,1,A,Milliken town,Colorado,5610,5611,5635,5708,5783,5899,6070,6378,6662,7090,7674
157,08,123,54330,00000,00000,1,A,Northglenn city (pt.),Colorado,12,20,20,20,20,21,21,21,20,20,20
157,08,123,55045,00000,00000,1,A,Nunn town,Colorado,416,418,420,424,429,438,445,449,454,461,463
157,08,123,59005,00000,00000,1,A,Pierce town,Colorado,834,830,833,842,852,861,871,878,1070,1126,1132
157,08,123,60160,00000,00000,1,A,Platteville town,Colorado,2485,2487,2499,2528,2562,2592,2627,2653,2758,2777,2769
157,08,123,63045,00000,00000,1,A,Raymer (New Raymer) town,Colorado,96,98,98,99,101,104,105,107,108,111,110
157,08,123,69150,00000,00000,1,A,Severance town,Colorado,3165,3187,3227,3307,3387,3459,3593,3800,4101,4335,5064
157,08,123,77290,00000,00000,1,A,Thornton city (pt.),Colorado,0,0,0,0,0,0,0,0,0,0,0
157,08,123,77510,00000,00000,1,A,Timnath town (pt.),Colorado,A,2,2,2,2,2,2,2,2,2,2
157,08,123,85485,00000,00000,1,A,Windsor town (pt.),Colorado,14070,14095,14194,14532,15124,15951,16555,17012,17757,19573,21688
157,08,123,99990,00000,00000,1,F,Balance of Weld County,Colorado,42473,41767,41956,42489,43167,43844,44588,46076,47011,47784,48095
050,08,125,00000,00000,00000,0,A,Yuma County,Colorado,10043,10043,10049,10134,10103,10135,10182,10050,10080,10015,10020
157,08,125,23025,00000,00000,1,A,Eckley town,Colorado,257,257,257,259,257,260,260,256,256,256,258
157,08,125,86310,00000,00000,1,A,Wray city,Colorado,2342,2358,2359,2374,2366,2369,2382,2351,2350,2335,2334
157,08,125,86750,00000,00000,1,A,Yuma city,Colorado,3524,3523,3525,3545,3527,3532,3540,3482,3490,3464,3460
157,08,125,99990,00000,00000,1,F,Balance of Yuma County,Colorado,3920,3905,3908,3956,3953,3974,4000,3961,3984,3960,3968
